1、 3'8/35
4784、 7'21/32
4785、 1'2/15
4786、 1'26/35
4787、 1'1/6
4788、 7'13/21
4789、 3/4
4790、 1/28
4791、 251/252
4792、 315/512
4793、 1'1/20
4794、 2'7/18
4795、 13/20
4796、 21/32
4797、 6'3/4
4798、 1'1/3
4799、 7/60
4800、 52/63
4801、 3'2/3
4802、 23/40
4803、 1'3/4
4804、 1/2
4805、 33/40
4806、 1
4807、 1/3
4808、 16/81
4809、 27/230
4810、 3'3/5
4811、 18/35
4812、 5'1/3
4813、 6'6/7
4814、 2'1/3
4815、 3'2/3
4816、 0
4817、 1'29/36
4818、 14'13/28
4819、 1'4/5
4820、 1/24
4821、 2'13/15
4822、 1'1/4
4823、 32/45
4824、 1/2
4825、 2'1/5
4826、 8'3/4
4827、 8/15
4828、 3'59/360
4829、 3'163/168
4830、 1/42
4831、 3'2/3
4832、 2'79/140
4833、 6'1/8
4834、 283/315
4835、 8'1/3
4836、 1/7
4837、 1'16/35
4838、 5'1/10
4839、 4'5/6
4840、 1'73/112
4841、 1'1/2
4842、 3/7
4843、 3/7
4844、 7'1/2
4845、 9'1/7
4846、 3'1/21
4847、 125/126
4848、 10/21
4849、 1/3
4850、 2/5
4851、 9/32
4852、 3'4/7
4853、 3'27/28
4854、 20/21
4855、 2'1/2
4856、 25/126
4857、 2'4/7
4858、 3'1/2
4859、 2'2/9
4860、 1'4/5
4861、 3
4862、 3/4
4863、 1'13/20
4864、 8'1/3
4865、 16/21
4866、 5'3/4
4867、 3'14/15
4868、 6'2/3
4869、 1'1/3
4870、 1'6/7
4871、 1'3/4
4872、 8'3/4
4873、 3'7/30
4874、 1/24
4875、 5'1/12
4876、 10'2/9
4877、 41/45
4878、 1'77/90
4879、 1'1/4
4880、 1'1/8
4881、 1'3/5
4882、 10'3/7
4883、 4'5/12
4884、 2'5/16
4885、 1'5/7
4886、 6'173/224
4887、 2
4888、 1'5/18
4889、 1'3/14
4890、 5'1/8
4891、 0
4892、 4'9/10
4893、 0
4894、 1'1/3
4895、 3'1/3
4896、 8
4897、 4
4898、 1'4/7
4899、 1'1/54
4900、 9/32
4901、 11'2/7
4902、 1'3/16
4903、 2'3/40
4904、 4'5/6
4905、 12
4906、 1
4907、 9
4908、 1'1/72
4909、 1'2/3
4910、 23/36
4911、 5/7
4912、 2'2/5
4913、 1'13/14
4914、 4/9
4915、 2'23/272
4916、 10'1/2
4917、 3'1/3
4918、 1'2/3
4919、 2'5/6
4920、 1'5/9
4921、 3/8
4922、 6'1/30
4923、 85/126
4924、 27/32
4925、 1
4926、 35/81
4927、 5'1/3
4928、 4
4929、 7'1/10
4930、 64/75
4931、 4/45
4932、 45/56
4933、 2'23/56
4934、 53/96
4935、 13'2/15
4936、 2'7/8
4937、 53/81
4938、 11/14
4939、 1'19/45
4940、 4'11/30
4941、 1/6
4942、 1'5/24
4943、 1'31/32
4944、 4'1/2
4945、 1'13/20
4946、 3/14
4947、 2'3/4
4948、 2'17/120
4949、 9/14
4950、 7'3/5
4951、 21
4952、 5'5/6
4953、 1'5/9
4954、 1
4955、 7/12
4956、 2'7/10
4957、 1'2/5
4958、 3/5
4959、 2'10/27
4960、 25/42
4961、 4'1/14
4962、 5/6
4963、 2'2/9
4964、 5/8
4965、 10'2/3
4966、 6'2/5
4967、 4'3/10
4968、 1/2
4969、 2'9/16
4970、 35/54
4971、 10/49
4972、 147/488
4973、 11/12
4974、 4'92/105
4975、 1'8/15
4976、 5'5/12
4977、 3'11/15
4978、 3/14
4979、 7/8
4980、 1'4/5
4981、 1'15/56
4982、 3'2/5
4983、 3'3/14
4984、 2'1/54
4985、 25/28
4986、 3'5/6
4987、 21/40
4988、 27/56
4989、 5/63
4990、 6/7
4991、 8'1/7
4992、 4'11/14
4993、 1/5
4994、 1'4/5
4995、 9/80
4996、 7/30
4997、 1'22/35
4998、 1/20
4999、 4'2/3
5000、 4'481/490
5001、 14
5002、 3/4
5003、 3'5/14
5004、 1'17/20
5005、 2'61/84
5006、 1'1/40
5007、 7'40/49
5008、 4'2/3
5009、 16
5010、 1'13/21
5011、 2/5
5012、 8'1/9
5013、 3'17/18
5014、 3'3/8
5015、 6'2/15
5016、 3'2/3
5017、 1'61/90
5018、 3'1/6
5019、 2'205/378
5020、 2'179/180
5021、 6'7/8
5022、 4'1/4
5023、 1'5/18
5024、 1/9
5025、 1'1/60
5026、 1'11/24
5027、 1'1/8
5028、 4'2/15
5029、 1'5/12
5030、 2'17/60
5031、 10'1/6
5032、 1'13/35
5033、 1/35
5034、 2'19/28
5035、 2'9/56
5036、 1'43/56
5037、 4'1/21
5038、 7/24
5039、 1'2/5
5040、 8
5041、 7/108
5042、 4
5043、 8'5/6
5044、 1'10/21
5045、 2'1/4
5046、 6'29/36
5047、 4'16/105
5048、 2'2/5
5049、 6'13/20
5050、 2'2/3
5051、 2
5052、 6
5053、 3/4
5054、 1'1/3
5055、 1'1/5
5056、 2'5/6
5057、 9'9/20
5058、 3/20
5059、 4
5060、 1'18/35
5061、 2'2/9
5062、 4'7/32
5063、 5/6
5064、 4'3/8
5065、 1'23/24
5066、 1'2/3
5067、 2'4/5
5068、 3'1/6
5069、 1'2/5
5070、 1/18
5071、 7'2/3
5072、 1'11/16
5073、 5/54
5074、 3/8
5075、 8'4/9
5076、 6'9/14
5077、 13/14
5078、 2'1/4
5079、 59/72
5080、 8/9
5081、 4'5/56
5082、 3'1/3
5083、 1'1/24
5084、 71/120
5085、 1'1/2
5086、 9'1/10
5087、 1/4
5088、 4/9
5089、 3/140
5090、 1'1/6
5091、 3'7/32
5092、 8'5/6
5093、 5'12/35
5094、 11'1/2
5095、 4'8/9
5096、 143/210
5097、 75/98
5098、 2/5
5099、 3'20/21
5100、 1'11/15
5101、 1'1/6
5102、 5'1/2
5103、 7/24
5104、 8/9
5105、 4'37/42
5106、 1'21/64
5107、 2'1/6
5108、 3'1/2
5109、 6'1/6
5110、 3'1/14
5111、 1'5/7
5112、 8'1/8
5113、 2'2/5
5114、 2'4/7
5115、 1'83/105
5116、 24/49
5117、 2'7/8
5118、 3'4/5
5119、 1'29/40
5120、 2/5
5121、 13/36
5122、 1'1/7
5123、 5'4/7
5124、 4'1/5
5125、 1'13/28
5126、 14/15
5127、 1/12
5128、 6
5129、 3/8
5130、 9/10
5131、 4/5
5132、 3'9/14
5133、 11'2/3
5134、 5
5135、 2'5/12
5136、 1/6
5137、 17'1/2
5138、 4'1/18
5139、 3'55/336
5140、 4'1/12
5141、 8
5142、 1'47/70
5143、 2'1/14
5144、 3
5145、 1/2
5146、 1'29/35
5147、 14'2/7
5148、 1/2
5149、 3'1/18
5150、 3'5/9
5151、 1
5152、 6'1/8
5153、 4'13/18
5154、 5'2/3
5155、 6'1/2
5156、 1'157/378
5157、 1'59/180
5158、 45/91
5159、 11/64
5160、 1/12
5161、 1'1/5
5162、 1'26/35
5163、 12'3/4
5164、 1'5/9
5165、 1
5166、 1'5/9
5167、 1/3
5168、 1/3
5169、 20/27
5170、 5
5171、 6'5/72
5172、 7'1/2
5173、 16/21
5174、 10
5175、 1/4
5176、 7
5177、 32/567
5178、 3'27/28
5179、 3/20
5180、 4/7
5181、 2
5182、 3/10
5183、 2'1/12
5184、 135/178
5185、 2'1/3
5186、 2'7/10
5187、 2'1/2
5188、 3'7/72
5189、 1/5
5190、 6'1/10
5191、 5/6
5192、 4'4/15
5193、 1'7/8
5194、 3'353/630
5195、 2'1/5
5196、 10
5197、 3/10
5198、 6'2/3
5199、 12'7/8
5200、 1'125/168
5201、 1
5202、 202/315
5203、 6'5/6
5204、 1/72
5205、 1/5
5206、 17/18
5207、 2/3
5208、 1'7/72
5209、 13'7/9
5210、 1/9
5211、 1'1/9
5212、 5'3/4
5213、 1'1/4
5214、 1/40
5215、 1'19/126
5216、 2'13/20
5217、 3'1/6
5218、 3'5/7
5219、 6
5220、 4'27/140
5221、 8/15
5222、 14/27
5223、 4/5
5224、 8/45
5225、 1/7
5226、 2'2/9
5227、 1'4/15
5228、 3/35
5229、 4'1/24
5230、 3'1/24
5231、 49/60
5232、 49/1350
5233、 25/147
5234、 31/45
5235、 1/5
5236、 1/12
5237、 3'1/21
5238、 1'5/9
5239、 3'13/18
5240、 5/24
5241、 9/28
5242、 1'1/8
5243、 6'1/3
5244、 3'1/2
5245、 1/21
5246、 2'6/7
5247、 31/80
5248、 6/7
5249、 2'1/2
5250、 3'53/168
5251、 1'1/3
5252、 9'3/4
5253、 12'1/4
5254、 1'13/42
5255、 19'1/18
5256、 5/24
5257、 25'1/5
5258、 1
5259、 2'5/7
5260、 4'23/120
5261、 3'1/2
5262、 4'16/35
5263、 10'5/8
5264、 6'14/27
5265、 3'25/72
5266、 3'9/10
5267、 2'13/40
5268、 28'7/20
5269、 1/7
5270、 2/15
5271、 2/7
5272、 1'1/6
5273、 2'1/3
5274、 2'1/3
5275、 1'8/45
5276、 3'7/8
5277、 3'1/3
5278、 1'1/4
5279、 3/28
5280、 6/35
5281、 7'3/4
5282、 3/8
5283、 34/45
5284、 1'79/96
5285、 1/9
5286、 4
5287、 7'7/15
5288、 1'19/40
5289、 8/49
5290、 4'7/24
5291、 3'2/15
5292、 1'13/21
5293、 4'19/70
5294、 7/48
5295、 6/7
5296、 3'13/21
5297、 9/56
5298、 8/9
5299、 1'13/40
5300、 2
5301、 2'13/45
5302、 3/4
5303、 2
5304、 2'1/7
5305、 3'3/4
5306、 6'5/8
5307、 6
5308、 1'1/2
5309、 2/3
5310、 9'3/5
5311、 3'27/28
5312、 1'2/3
5313、 2'5/6
5314、 29/30
5315、 1/18
5316、 24/35
5317、 3/7
5318、 7/9
5319、 9'1/4
5320、 12/49
5321、 1/24
5322、 4
5323、 4'1/2
5324、 157/252
5325、 3'1/6
5326、 1'19/27
5327、 3'41/48
5328、 1'13/24
5329、 2'19/64
5330、 1/7
5331、 6'1/2
5332、 2
5333、 30
5334、 1/2
5335、 2
5336、 2'109/120
5337、 17/24
5338、 4'55/63
5339、 2'11/90
5340、 3/7
5341、 4/5
5342、 7/10
5343、 1/16
5344、 35/216
5345、 20/21
5346、 2'27/40
5347、 3'1/6
5348、 17/20
5349、 2/5
5350、 3/16
5351、 1'1/4
5352、 83/120
5353、 1'2/15
5354、 1/2
5355、 1'3/4
5356、 11'1/16
5357、 1'5/9
5358、 1/2
5359、 4'3/4
5360、 35/64
5361、 37/45
5362、 2'23/36
5363、 1
5364、 1'5/36
5365、 18'1/6
5366、 4/7
5367、 1'1/30
5368、 2'2/27
5369、 11/20
5370、 1'31/90
5371、 1/2
5372、 2'1/5
5373、 7/24
5374、 3'3/7
5375、 1'1/14
5376、 6'143/160
5377、 2'3/4
5378、 3'7/24
5379、 3/14
5380、 1'37/63
5381、 5'2/3
5382、 4'1/2
5383、 1'7/45
5384、 49/96
5385、 1'1/3
5386、 3
5387、 1'37/56
5388、 18/37
5389、 4
5390、 2/3
5391、 5/24
5392、 1'6/7
5393、 3'5/14
5394、 3/8
5395、 5
5396、 2'1/2
5397、 58/63
5398、 5'1/3
5399、 1'1/4
5400、 2'2/3
5401、 3/7
5402、 3'4/7
5403、 4'25/72
5404、 3'13/14
5405、 2'11/35
5406、 1'41/45
5407、 1'7/25
5408、 31/35
5409、 4'1/24
5410、 4'8/9
5411、 78'1/2
5412、 27/34
5413、 8
5414、 2'11/20
5415、 2'1/9
5416、 4'2/3
5417、 5/7
5418、 1
5419、 11/16
5420、 1'41/42
5421、 3'7/9
5422、 1'37/72
5423、 2'4/25
5424、 1
5425、 1'4/15
5426、 11'1/4
5427、 1'3/4
5428、 1'2/5
5429、 1'29/105
5430、 1'5/12
5431、 6'1/8
5432、 2'17/18
5433、 1'11/12
5434、 1/14
5435、 2'37/63
5436、 1'5/27
5437、 8'11/12
5438、 3/8
5439、 11'1/4
5440、 28
5441、 1'7/8
5442、 3'11/12
5443、 1'11/27
5444、 7'1/2
5445、 1'23/81
5446、 2/25
5447、 1'19/30
5448、 1'2/3
5449、 7/20
5450、 1/9
5451、 6'1/4
5452、 1'2/21
5453、 5'2/3
5454、 1
5455、 2'5/21
5456、 9/14
5457、 2/3
5458、 1'1/3
5459、 1/10
5460、 1/15
5461、 2'2/3
5462、 1'4/9
5463、 5'1/3
5464、 4'1/16
5465、 1/16
5466、 2/7
5467、 1'2/5
5468、 11/140
5469、 5/8
5470、 12'5/21
5471、 5/8
5472、 43/90
5473、 2'13/20
5474、 4/5
5475、 4'11/15
5476、 3'5/8
5477、 1/3
5478、 32
5479、 1/7
5480、 14
5481、 17/21
5482、 8'1/6
5483、 5'2/5
5484、 3'7/8
5485、 1'37/84
5486、 32/45
5487、 1'32/63
5488、 3'1/5
5489、 4'9/20
5490、 5/42
5491、 1'1/48
5492、 9'1/7
5493、 13/15
5494、 5'143/252
5495、 59/84
5496、 3
5497、 9/13
5498、 3'1/6
5499、 3/46
5500、 11'1/6
5501、 8/9
5502、 5/7
5503、 3'6/7
5504、 1'2/3
5505、 1/5
5506、 3/40
5507、 10
5508、 2/9
5509、 3'1/6
5510、 6'1/2
5511、 3'3/4
5512、 3'5/14
5513、 1'5/42
5514、 4/63
5515、 2'1/6
5516、 2'43/105
5517、 2'29/360
5518、 3'7/15
5519、 11/21
5520、 1'14/25
5521、 5'1/7
5522、 2'19/40
5523、 3'2/5
5524、 0
5525、 3'1/2
5526、 6'8/9
5527、 4
5528、 32/63
5529、 4'8/45
5530、 6'5/7
5531、 1'11/14
5532、 1'5/18
5533、 1'52/63
5534、 5
5535、 4'23/28
5536、 2'3/5
5537、 14/15
5538、 1'97/162
5539、 5'5/8
5540、 8/45
5541、 1'19/21
5542、 3/7
5543、 2'1/2
5544、 15/16
5545、 1/15
5546、 1/63
5547、 49/60
5548、 10/27
5549、 11/42
5550、 6/7
5551、 6/7
5552、 1'5/36
5553、 1/3
5554、 2'5/14
5555、 1'1/6
5556、 1'1/30
5557、 3/20
5558、 1'88/315
5559、 4'29/42
5560、 1'2/3
5561、 18'9/10
5562、 2'1/4
5563、 63/100
5564、 1/15
5565、 1
5566、 77/180
5567、 2'1/6
5568、 23
5569、 2'2/3
5570、 7'1/3
5571、 7
5572、 17/24
5573、 14'15/16
5574、 5'1/3
5575、 1'2/3
5576、 1/27
5577、 1'5/9
5578、 1'23/72
5579、 21
5580、 1'5/6
5581、 5'5/7
5582、 113/252
5583、 2'13/16
5584、 11/20
5585、 1/4
5586、 2'1/2
5587、 7'13/35
5588、 2'11/36
5589、 7/12
5590、 8'1/2
5591、 2'1/12
5592、 6/7
5593、 3'59/60
5594、 43/225
5595、 3'2/5
5596、 1/56
5597、 28/45
5598、 2/5
5599、 53/90
5600、 1'17/36
5601、 9'5/9
5602、 27/32
5603、 1'3/4
5604、 3/14
5605、 7
5606、 2'2/3
5607、 35
5608、 1'1/90
5609、 10'3/4
5610、 9'1/5
5611、 4'1/30
5612、 1'1/24
5613、 4'4/9
5614、 1'7/30
5615、 2'77/90
5616、 21/25
5617、 2'7/10
5618、 4'7/15
5619、 1'13/14
5620、 1'8/9
5621、 1
5622、 38/45
5623、 2'1/8
5624、 1'2/7
5625、 1/2
5626、 1'1/7
5627、 1
5628、 8'2/7
5629、 3/4
5630、 2
5631、 2'39/56
5632、 1'7/15
5633、 1'1/15
5634、 3'1/12
5635、 2
5636、 1'163/315
5637、 7'1/5
5638、 2/25
5639、 1'5/28
5640、 6
5641、 10/21
5642、 5/42
5643、 10
5644、 1'7/9
5645、 3/40
5646、 1/3
5647、 1
5648、 7/12
5649、 4'1/9
5650、 1'2/5
5651、 1'1/5
5652、 2'18/35
5653、 1/20
5654、 12'2/3
5655、 2'1/10
5656、 1
5657、 4
5658、 1'3/8
5659、 18'1/4
5660、 5
5661、 5/12
5662、 24
5663、 9'10/21
5664、 14'1/2
5665、 1'5/12
5666、 9/32
5667、 5/56
5668、 7'41/72
5669、 1'5/7
5670、 2'2/3
5671、 1'17/27
5672、 4/105
5673、 1/6
5674、 3'29/45
5675、 17'1/2
5676、 10'1/3
5677、 8
5678、 1'17/21
5679、 19'4/5
5680、 0
5681、 1'1/6
5682、 7/12
5683、 1'19/21
5684、 2'1/6
5685、 2'29/48
5686、 1'4/5
5687、 39/56
5688、 4'9/20
5689、 1/56
5690、 12'7/12
5691、 2'4/5
5692、 5'1/10
5693、 2/21
5694、 6'2/3
5695、 27'1/3
5696、 1'1/9
5697、 11/21
5698、 2'2/63
5699、 1'1/5
5700、 15/16
5701、 1'4/21
5702、 2'8/9
5703、 5/8
5704、 2'37/63
5705、 67/96
5706、 1'1/2
5707、 1/6
5708、 3'3/10
5709、 5'2/3
5710、 337/504
5711、 30
5712、 2'10/21
5713、 2'1/2
5714、 1'6/35
5715、 19/45
5716、 35/64
5717、 5
5718、 3'37/72
5719、 7'1/3
5720、 25/49
5721、 7/9
5722、 2'35/54
5723、 9/14
5724、 3'19/112
5725、 1'37/40
5726、 9
5727、 7'2/7
5728、 6'2/9
5729、 1'67/180
5730、 1'8/27
5731、 3'1/5
5732、 1'1/2
5733、 1'97/144
5734、 86'2/5
5735、 2'83/126
5736、 2'1/3
5737、 2'2/3
5738、 2/5
5739、 1/3
5740、 1/3
5741、 2'2/9
5742、 4'1/15
5743、 16/81
5744、 4'73/90
5745、 1'17/18
5746、 1'1/2
5747、 7/10
5748、 32/243
5749、 2'1/15
5750、 2'1/30
5751、 5'1/4
5752、 1/6
5753、 1'37/63
5754、 1'5/6
5755、 8'3/4
5756、 10/81
5757、 1/2
5758、 6'1/4
5759、 1'1/8
5760、 1'335/1344
5761、 5'1/10
5762、 10'1/2
5763、 1'31/40
5764、 9'1/2
5765、 1'3/4
5766、 1'1/8
5767、 5/32
5768、 7/30
5769、 8/9
5770、 8'1/48
5771、 1'13/36
5772、 1'53/180
5773、 2'11/28
5774、 3'9/32
5775、 8'13/28
5776、 1/24
5777、 1/30
5778、 1'32/49
5779、 1/6
5780、 35/384
5781、 1/20
5782、 3'3/56
5783、 9/56
5784、 5'7/8
5785、 9'19/42
5786、 20'7/15
5787、 1'15/49
5788、 11/28
5789、 1/5
5790、 5/32
5791、 21'7/8
5792、 2'18/35
5793、 2/3
5794、 1'13/42
5795、 3'2/3
5796、 13/105
5797、 3/8
5798、 25/72
5799、 12
5800、 5/12
5801、 3/8
5802、 2'3/10
5803、 1'3/8
5804、 3'3/5
5805、 15
5806、 2'2/5
5807、 2/7
5808、 3'1/3
5809、 2'10/63
5810、 1'7/18
5811、 1'2/7
5812、 1'7/20
5813、 1'17/112
5814、 22'23/28
5815、 3'1/2
5816、 5/42
5817、 68/105
5818、 2
5819、 7'2/3
5820、 3/5
5821、 5'9/10
5822、 1'15/49
5823、 2'67/72
5824、 4/39
5825、 16'43/80
5826、 33'3/5
5827、 4'2/7
5828、 6'1/4
5829、 4'7/48
5830、 9'1/9
5831、 3'1/5
5832、 1'23/25
5833、 7
5834、 7/48
5835、 8'3/4
5836、 3'5/6
5837、 9'3/4
5838、 1'5/6
5839、 1/42
5840、 13/72
5841、 35/36
5842、 3/5
5843、 5/14
5844、 1'23/49
5845、 1'103/252
5846、 2'1/6
5847、 27/256
5848、 25/36
5849、 1/18
5850、 3/7
5851、 0
5852、 9/35
5853、 31/100
5854、 13'2/3
5855、 2'11/63
5856、 1'19/42
5857、 5/14
5858、 5'1/2
5859、 2/7
5860、 1'89/168
5861、 1/2
5862、 1'4/5
5863、 1/10
5864、 2'9/10
5865、 1'41/96
5866、 1/12
5867、 1'1/9
5868、 1'2/3
5869、 15/28
5870、 3'1/16
5871、 5/18
5872、 2'1/21
5873、 5'5/8
5874、 1'17/28
5875、 8'7/9
5876、 2'1/8
5877、 4/9
5878、 2'22/25
5879、 2'41/90
5880、 13'2/3
5881、 1'2/3
5882、 45/343
5883、 19'4/5
5884、 2'8/21
5885、 157/168
5886、 3'7/12
5887、 2'2/5
5888、 12
5889、 1'19/120
5890、 1'7/12
5891、 7/72
5892、 1'47/56
5893、 0
5894、 15/28
5895、 7'5/9
5896、 5'11/15
5897、 2'7/15
5898、 1'5/7
5899、 1'25/84
5900、 29
5901、 1/9
5902、 3'1/8
5903、 3'4/7
5904、 37/40
5905、 2/21
5906、 1/20
5907、 8'13/24
5908、 1'17/18
5909、 1'3/4
5910、 3'6/7
5911、 2'53/60
5912、 3'29/30
5913、 1'37/60
5914、 7'7/8
5915、 41/42
5916、 13/20
5917、 68'13/28
5918、 3
5919、 6'4/9
5920、 10'1/6
5921、 54
5922、 6'7/12
5923、 9/10
5924、 20
5925、 3'29/42
5926、 77/150
5927、 17/72
5928、 1'1/9
5929、 5'5/6
5930、 1/3
5931、 3/20
5932、 1'13/24
5933、 41/63
5934、 17/20
5935、 7'4/7
5936、 1'31/126
5937、 1'1/2
5938、 5'5/6
5939、 4/7
5940、 5
5941、 7'2/3
5942、 3'7/15
5943、 5/12
5944、 4/15
5945、 4/5
5946、 2'13/16
5947、 27/40
5948、 1'65/72
5949、 1/4
5950、 1'5/16
5951、 1'79/105
5952、 1'1/8
5953、 1/24
5954、 2'22/189
5955、 12'12/35
5956、 1/9
5957、 18/115
5958、 1'13/45
5959、 1'1/7
5960、 3
5961、 1'1/15
5962、 1/4
5963、 1'16/63
5964、 7/15
5965、 5/8
5966、 1/14
5967、 7/30
5968、 7'3/8
5969、 1
5970、 3'1/7
5971、 6'2/5
5972、 1'1/3
5973、 7'2/7
5974、 1'3/4
5975、 5/16
5976、 1'71/125
5977、 1'8/15
5978、 53/105
5979、 1/9
5980、 2'1/6
5981、 1'1/8
5982、 8/15
5983、 7/8
5984、 2
5985、 1'3/4
5986、 3/32
5987、 2'2/15
5988、 3/8
5989、 1'1/5
5990、 3/5
5991、 1/9
5992、 2'5/8
5993、 1
5994、 7
5995、 3'11/18
5996、 8/9
5997、 2'18/35
5998、 9
5999、 2'13/15
6000、 1'1/4
6001、 16
6002、 22'11/15
6003、 6'2/3
6004、 3'1/20
6005、 1'139/168
6006、 32/63
6007、 1/5
6008、 4'1/4
6009、 8
6010、 9/32
6011、 8/21
6012、 1'1/6
6013、 4'5/18
6014、 2'6/7
6015、 63/64
6016、 5
6017、 3'1/2
6018、 13/42
6019、 4'31/56
6020、 4'19/36
6021、 3/128
6022、 5'1/21
6023、 3/35
6024、 1'4/9
6025、 1'7/8
6026、 12/35
6027、 3/7
6028、 1'11/27
6029、 1'79/84
6030、 5'2/5
6031、 4/27
6032、 4'2/9
6033、 1'19/35
6034、 1'47/245
6035、 1'2/3
6036、 1'1/35
6037、 1/10
6038、 1'1/3
6039、 1'17/28
6040、 2'2/5
6041、 2'1/2
6042、 2'1/24
6043、 1'9/14
6044、 1'7/9
6045、 23'1/3
6046、 3/32
6047、 2/35
6048、 3/8
6049、 1'1/3
6050、 5'1/3
6051、 11'1/6
6052、 1'1/12
6053、 2'1/2
6054、 1/12
6055、 23/27
6056、 2'17/72
6057、 7/18
6058、 2'19/49
6059、 1/56
6060、 3
6061、 6'1/2
6062、 2/7
6063、 10/63
6064、 1'1/8
6065、 5/8
6066、 6'1/3
6067、 1'3/7
6068、 2'1/96
6069、 3/10
6070、 4'11/12
6071、 0
6072、 30'2/3
6073、 2'3/4
6074、 1/3
6075、 1/2
6076、 1'19/42
6077、 9
6078、 3'3/7
6079、 7'5/12
6080、 2/15
6081、 5/8
6082、 1/7
6083、 7'1/12
6084、 5'1/2
6085、 25'4/9
6086、 1'11/63
6087、 5'89/105
6088、 10'1/5
6089、 3'1/8
6090、 1'23/36
6091、 2'5/28
6092、 3/14
6093、 1'43/45
6094、 25/36
6095、 4'11/15
6096、 2'4/7
6097、 7/50
6098、 27'1/2
6099、 7/12
6100、 11/45
6101、 1
6102、 29/30
6103、 1/3
6104、 8'1/5
6105、 9/35
6106、 3/224
6107、 1'3/14
6108、 7/18
6109、 1'5/9
6110、 2'3/16
6111、 2/3
6112、 3'7/9
6113、 3'3/4
6114、 1'5/9
6115、 3'3/4
6116、 9/32
6117、 8'1/4
6118、 5'11/20
6119、 2'1/10
6120、 1'1/2
6121、 3/44
6122、 7/9
6123、 1/9
6124、 15/32
6125、 35/96
6126、 16'1/4
6127、 1'5/24
6128、 23'19/27
6129、 28
6130、 2'5/72
6131、 3/14
6132、 4'11/28
6133、 64'38/63
6134、 1
6135、 2'26/35
6136、 1'43/105
6137、 1'5/7
6138、 6'6/7
6139、 3'11/20
6140、 5'17/35
6141、 9/20
6142、 3'1/12
6143、 3'1/9
6144、 9'7/27
6145、 2'1/7
6146、 26'1/4
6147、 20/27
6148、 19/21
6149、 5/7
6150、 1'3/4
6151、 73/252
6152、 55/56
6153、 4/45
6154、 2'1/7
6155、 4'5/7
6156、 27/49
6157、 11/28
6158、 1'1/2
6159、 5/13
6160、 4'2/5
6161、 2/3
6162、 1'1/6
6163、 1'19/30
6164、 1'34/45
6165、 1'3/28
6166、 4'1/3
6167、 25/63
6168、 7'1/4
6169、 2'2/9
6170、 8'1/9
6171、 1/63
6172、 4'1/2
6173、 7/12
6174、 9/14
6175、 2/7
6176、 1'11/24
6177、 4'5/42
6178、 3'3/35
6179、 1'13/72
6180、 1'11/21
6181、 3'1/2
6182、 2'1/6
6183、 4'5/8
6184、 11'7/10
6185、 2'1/4
6186、 1'6/7
6187、 1'121/150
6188、 1/120
6189、 19'1/5
6190、 11/18
6191、 8/15
6192、 3'3/8
6193、 7'2/7
6194、 3/7
6195、 0
6196、 6
6197、 1'5/6
6198、 1'1/6
6199、 2'4/5
6200、 9'2/7
6201、 30
6202、 1'5/56
6203、 5'4/5
6204、 8'5/9
6205、 7/40
6206、 19/90
6207、 163/224
6208、 1'13/18
6209、 7/20
6210、 5/126
6211、 6'2/7
6212、 6'2/5
6213、 2'169/252
6214、 9'1/3
6215、 2/15
6216、 1'1/4
6217、 1/35
6218、 1'3/28
6219、 3'11/12
6220、 5/18
6221、 4'39/98
6222、 3'3/8
6223、 1'29/35
6224、 39/70
6225、 2'1/2
6226、 3'9/14
6227、 3'11/15
6228、 1/35
6229、 1'401/2016
6230、 8'1/4
6231、 24'1/2
6232、 41/56
6233、 4/7
6234、 4'4/9
6235、 7
6236、 6
6237、 1/2
6238、 1'1/35
6239、 3'15/28
6240、 24/35
6241、 1'13/15
6242、 41/70
6243、 2/3
6244、 2'11/12
6245、 19'1/2
6246、 3'13/21
6247、 21'3/4
6248、 1'8/21
6249、 4
6250、 1'5/18
6251、 2'2/15
6252、 3/4
6253、 17/28
6254、 1'59/63
6255、 3'1/2
6256、 2'1/8
6257、 2'73/126
6258、 2/5
6259、 8
6260、 1/28
6261、 4'2/3
6262、 16/21
6263、 36'3/4
6264、 11/12
6265、 1/3
6266、 45/56
6267、 2'1/4
6268、 14/81
6269、 6/7
6270、 6'9/14
6271、 1
6272、 12'4/21
6273、 2'9/20
6274、 2'1/7
6275、 2/9
6276、 71/90
6277、 1'199/315
6278、 2'6/7
6279、 23/70
6280、 13
6281、 2'31/54
6282、 3'1/15
6283、 1'5/21
6284、 16'1/5
6285、 1
6286、 40/81
6287、 1
6288、 1/12
6289、 1'1/3
6290、 3'1/2
6291、 8'1/24
6292、 2'5/8
6293、 1'9/16
6294、 9'1/15
6295、 2'24/35
6296、 9'2/3
6297、 7/40
6298、 4'1/5
6299、 3'11/14
6300、 1'2/3
6301、 1'5/12
6302、 2'2/7
6303、 1'1/5
6304、 3'3/14
6305、 3'13/18
6306、 46/81
6307、 7/9
6308、 2'3/4
6309、 128/129
6310、 2'2/3
6311、 1/8
6312、 3'1/9
6313、 3/40
6314、 2'1/3
6315、 13/24
6316、 10/27
6317、 9'5/6
6318、 1'23/25
6319、 1'5/6
6320、 2'3/28
6321、 3'9/28
6322、 2'5/27
6323、 1/9
6324、 31
6325、 14'1/2
6326、 2'47/98
6327、 1'73/90
6328、 11'13/56
6329、 2'2/3
